phrase_norm,phrase,lang,count,source,source_phrase
ავა,ავა,ka,89,translated:en,a avaa
"არ ვარ დარწმუნებული, რომ ხედავ, მაგრამ არ ვარ დარწმუნებული.","არ ვარ დარწმუნებული, რომ ხედავ, მაგრამ არ ვარ დარწმუნებული.",ka,89,translated:en,i m not sure if you can see it but i m not sure
გაუშვი.,გაუშვი.,ka,89,translated:en,let s go
"ოჰ, დიახ.","ოჰ, დიახ.",ka,89,translated:en,oh yeah
მე მ,მე მ,ka,88,translated:en,i m
"მე არ ვარ დარწმუნებული, რა უნდა გავაკეთო ამ ბიჭთან.","მე არ ვარ დარწმუნებული, რა უნდა გავაკეთო ამ ბიჭთან.",ka,87,translated:en,i m not sure what to do with this guy
მე წავალ საჭმლის მოსაპოვებლად.,მე წავალ საჭმლის მოსაპოვებლად.,ka,81,translated:en,i m going to go get some food
"მე არ ვარ დარწმუნებული, რა უნდა გავაკეთო აქ.","მე არ ვარ დარწმუნებული, რა უნდა გავაკეთო აქ.",ka,81,translated:en,i m not sure what to do here
"არ ვარ დარწმუნებული, რომ შევძლებ თუ არა.","არ ვარ დარწმუნებული, რომ შევძლებ თუ არა.",ka,79,translated:en,i m not sure if i can do it
დასასრული,დასასრული,ka,78,translated:en,the end
ფრინველების ჩურჩული,ფრინველების ჩურჩული,ka,75,translated:en,birds chirp
იმპერიული საინფორმაციო ქსელის მიერ მოწოდებული დახურული სათაურები,იმპერიული საინფორმაციო ქსელის მიერ მოწოდებული დახურული სათაურები,ka,75,translated:en,closed captioning provided by the imperial news network
მე წავალ საწოლში.,მე წავალ საწოლში.,ka,75,translated:en,i m going to go to bed
მე წავალ წყლის მოსაპოვებლად.,მე წავალ წყლის მოსაპოვებლად.,ka,67,translated:en,i m going to go get some water
თარგმანი: steamteamextra,თარგმანი: steamteamextra,ka,67,translated:en,subtitles by steamteamextra
"ოჰ, არა.","ოჰ, არა.",ka,66,translated:en,oh no
მე ამას არ ვაპირებ.,მე ამას არ ვაპირებ.,ka,65,translated:en,i m not going to do it
მოგესალმებით და კეთილი იყოს თქვენი მობრძანება,მოგესალმებით და კეთილი იყოს თქვენი მობრძანება,ka,63,translated:en,hello and welcome to another episode of the
ნოოოო,ნოოოო,ka,63,translated:en,noo oo
მე შევეცდები მოვაღწიო,მე შევეცდები მოვაღწიო,ka,61,translated:en,i m going to try to get the
აჰ შენ,აჰ შენ,ka,59,translated:en,ah you
გამარჯობა ყველას.,გამარჯობა ყველას.,ka,59,translated:en,hello everyone
"მე არ ვარ დარწმუნებული, რას ნიშნავს ეს.","მე არ ვარ დარწმუნებული, რას ნიშნავს ეს.",ka,59,translated:en,i m not sure what that means
"ოჰ, ეშმაკ!","ოჰ, ეშმაკ!",ka,55,translated:en,oh fuck
მალე დავბრუნდებით.,მალე დავბრუნდებით.,ka,55,translated:en,we ll be right back
"აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა","აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა",ka,53,translated:en,here we go
"მე არ ვარ დარწმუნებული, თუ შევძლებ ამის გადასვლას.","მე არ ვარ დარწმუნებული, თუ შევძლებ ამის გადასვლას.",ka,53,translated:en,i m not sure if i can get through this
კეთილი იყოს თქვენი მობრძანება,კეთილი იყოს თქვენი მობრძანება,ka,53,translated:en,welcome to another episode of the
მე კიდევ ერთხელ გავაკეთებ.,მე კიდევ ერთხელ გავაკეთებ.,ka,51,translated:en,i m going to do it again
"ასე რომ, მომდევნო ჯერჯერობით.","ასე რომ, მომდევნო ჯერჯერობით.",ka,51,translated:en,so until next time bye for now
ვაი ვაი,ვაი ვაი,ka,51,translated:en,woo oo
მე წავალ საპირფარეშოში.,მე წავალ საპირფარეშოში.,ka,49,translated:en,i m going to go to the bathroom
"მე არ ვარ დარწმუნებული, თუ მე უნდა გამოყენება","მე არ ვარ დარწმუნებული, თუ მე უნდა გამოყენება",ka,47,translated:en,i m not sure if i should have used the
"ოჰ, ღმერთო!","ოჰ, ღმერთო!",ka,47,translated:en,oh god
კეთილი იყოს თქვენი მობრძანება,კეთილი იყოს თქვენი მობრძანება,ka,47,translated:en,welcome to the
მე შენ მიყვარხარ.,მე შენ მიყვარხარ.,ka,43,translated:en,i love you
მე ამას არ ვაპირებ.,მე ამას არ ვაპირებ.,ka,43,translated:en,i m not going to do that
"არ ვარ დარწმუნებული, რომ უნდა გამოვიყენო დამცავი, მაგრამ არ ვარ დარწმუნებული, რომ უნდა გამოვიყენო დამცავი.","არ ვარ დარწმუნებული, რომ უნდა გამოვიყენო დამცავი, მაგრამ არ ვარ დარწმუნებული, რომ უნდა გამოვიყენო დამცავი.",ka,43,translated:en,i m not sure if i should have used the shield but i m not sure if i should have used the shield
transcription by eso თარგმნა,transcription by eso თარგმნა,ka,43,translated:en,transcription by eso translation by
მუხსენის მიერ მომზადებული დახურული წარწერები,მუხსენის მიერ მომზადებული დახურული წარწერები,ka,41,translated:en,closed captioning provided by muhsen
მე წავალ.,მე წავალ.,ka,41,translated:en,i m going to go
მე არ ვარ დარწმუნებული რა ჯანდაბა იყო ეს,მე არ ვარ დარწმუნებული რა ჯანდაბა იყო ეს,ka,41,translated:en,i m not sure what the hell that was
"ოჰ, კაცო!","ოჰ, კაცო!",ka,41,translated:en,oh man
"აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა","აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა, აჰა",ka,41,translated:en,there you go
ბა ა,ბა ა,ka,39,translated:en,baa a
მოგესალმებით ყველას. კეთილი იყოს თქვენი მობრძანება ჩემს არხზე.,მოგესალმებით ყველას. კეთილი იყოს თქვენი მობრძანება ჩემს არხზე.,ka,39,translated:en,hello everyone welcome to my channel
გამარჯობა მეგობრებო,გამარჯობა მეგობრებო,ka,37,translated:en,hello friends
მმმმმ,მმმმმ,ka,37,translated:en,mm hmm
მე შენ მოგიყვან.,მე შენ მოგიყვან.,ka,35,translated:en,i m going to get you
მე წავალ და კიდევ ვიღებ.,მე წავალ და კიდევ ვიღებ.,ka,35,translated:en,i m going to go get some more
მე მივდივარ მეორე მხარეს.,მე მივდივარ მეორე მხარეს.,ka,35,translated:en,i m going to go to the other side
"არ ვარ დარწმუნებული, რომ ხედავ ამას, მაგრამ არ ვარ დარწმუნებული.","არ ვარ დარწმუნებული, რომ ხედავ ამას, მაგრამ არ ვარ დარწმუნებული.",ka,35,translated:en,i m not sure if you can see this but i m not sure
"ო, ღმერთო ჩემო!","ო, ღმერთო ჩემო!",ka,35,translated:en,oh my gosh
წმინდა პავლეს ეკლესია,წმინდა პავლეს ეკლესია,ka,35,translated:en,st paul s church
სადგური არის,სადგური არის,ka,35,translated:en,the station is a
მე წავალ და ჩემი ჩანთა მოვიძიებ.,მე წავალ და ჩემი ჩანთა მოვიძიებ.,ka,33,translated:en,i m going to go ahead and get my bag
ეს ისაა,ეს ისაა,ka,33,translated:en,that s it
"მე არ ვარ დარწმუნებული, თუ უნდა გავაკეთო ეს, მაგრამ მე არ ვარ დარწმუნებული.","მე არ ვარ დარწმუნებული, თუ უნდა გავაკეთო ეს, მაგრამ მე არ ვარ დარწმუნებული.",ka,31,translated:en,i m not sure if i should do this but i m not sure
"არ ვარ დარწმუნებული, რომ ფლასბანგი უნდა გამეკეთებინა.","არ ვარ დარწმუნებული, რომ ფლასბანგი უნდა გამეკეთებინა.",ka,31,translated:en,i m not sure if i should have used the flashbang
რ რ შენ,რ რ შენ,ka,31,translated:en,rr you
"თამაში ორიგინალურ თამაშზეა დაფუძნებული, მაგრამ თამაში ორიგინალურ თამაშზეა დაფუძნებული.","თამაში ორიგინალურ თამაშზეა დაფუძნებული, მაგრამ თამაში ორიგინალურ თამაშზეა დაფუძნებული.",ka,31,translated:en,the game is based on the original game but the game is based on the original game
მე წავალ წინ და მივიღებ,მე წავალ წინ და მივიღებ,ka,29,translated:en,i m going to go ahead and get the
tanya cushman რეცენზერი s,Tanya Cushman რეცენზერი s,ka,29,translated:en,tanya cushman reviewer s
კარგი სამსახური,კარგი სამსახური,ka,27,translated:en,good job
მე წავალ ჩემი ძაღლის მოსაპოვებლად.,მე წავალ ჩემი ძაღლის მოსაპოვებლად.,ka,27,translated:en,i m going to go get my dog
მე ვაპირებ გამოვიყენო a,მე ვაპირებ გამოვიყენო a,ka,27,translated:en,i m going to use a
კეთილი იყოს თქვენი მობრძანება ნიუ-იორკის ქალაქში.,კეთილი იყოს თქვენი მობრძანება ნიუ-იორკის ქალაქში.,ka,27,translated:en,welcome to the new york city of new york
დასავლეთი ეზო,დასავლეთი ეზო,ka,27,translated:en,west yard
რას აკეთებ?,რას აკეთებ?,ka,27,translated:en,what are you doing
აჰა,აჰა,ka,25,translated:en,a aah
ბგერების ხმამაღლა,ბგერების ხმამაღლა,ka,25,translated:en,bells chiming
ჱნამ.,ჱნამ.,ka,25,translated:en,i know
მე წავალ წინ და დავიწყებ ძრავას,მე წავალ წინ და დავიწყებ ძრავას,ka,25,translated:en,i m going to go ahead and start the engine
მე მივდივარ მომდევნოზე.,მე მივდივარ მომდევნოზე.,ka,25,translated:en,i m going to go to the next one
კარგად შეურიეთ,კარგად შეურიეთ,ka,25,translated:en,mix well
თქვენ,თქვენ,ka,25,translated:en,the you
ეჰ შენ,ეჰ შენ,ka,25,translated:en,uh you
დასავლეთი ქალაქი,დასავლეთი ქალაქი,ka,25,translated:en,west ville
ვინ ოო,ვინ ოო,ka,25,translated:en,who oo
კარგი ბიჭი,კარგი ბიჭი,ka,23,translated:en,good boy
მე წავალ წინ და ამას გავაკეთებ.,მე წავალ წინ და ამას გავაკეთებ.,ka,23,translated:en,i m going to go ahead and do it
მე ვაპირებ ხვრელი გავაკეთო ფსკერის ფსკერში,მე ვაპირებ ხვრელი გავაკეთო ფსკერის ფსკერში,ka,23,translated:en,i m going to make a hole in the bottom of the
მე მივიღებ სწრაფი პაუზი და შემდეგ დაბრუნება,მე მივიღებ სწრაფი პაუზი და შემდეგ დაბრუნება,ka,23,translated:en,i m going to take a quick break and then head back to the
"არ ვარ დარწმუნებული, შემიძლია თუ არა იარაღი მივიღო.","არ ვარ დარწმუნებული, შემიძლია თუ არა იარაღი მივიღო.",ka,23,translated:en,i m not sure if i can get the gun
სურათი ალ-ფატიჰა,სურათი ალ-ფატიჰა,ka,23,translated:en,surah al fatihah
ვაა ა,ვაა ა,ka,23,translated:en,waa a
ჰო ჰო,ჰო ჰო,ka,21,translated:en,hoo oo
მე არ შემიძლია,მე არ შემიძლია,ka,21,translated:en,i can t
მე არ გაგიშვებ.,მე არ გაგიშვებ.,ka,21,translated:en,i m not going to let you go
მე ძალიან აღფრთოვანებული ვარ.,მე ძალიან აღფრთოვანებული ვარ.,ka,21,translated:en,i m so excited
ნება მომეცით ვნახოთ,ნება მომეცით ვნახოთ,ka,21,translated:en,let s see
ოჰ ჰო,ოჰ ჰო,ka,21,translated:en,oh ho
დიდი მადლობა.,დიდი მადლობა.,ka,21,translated:en,thank you very much
"თამაში ორიგინალურ თამაშზეა დაფუძნებული, მაგრამ ეს ორიგინალური თამაში არ არის.","თამაში ორიგინალურ თამაშზეა დაფუძნებული, მაგრამ ეს ორიგინალური თამაში არ არის.",ka,21,translated:en,the game is based on the original game but it s not the original game
მე მ a,მე მ a,ka,20,translated:en,i m a
ბუზ ზ,ბუზ ზ,ka,19,translated:en,buzz z
"გამარჯობა, ბიჭებო.","გამარჯობა, ბიჭებო.",ka,19,translated:en,hi guys
წმინდა ცრემლი.,წმინდა ცრემლი.,ka,19,translated:en,holy shit
მე უნდა გავაკეთო ეს კიდევ ერთხელ,მე უნდა გავაკეთო ეს კიდევ ერთხელ,ka,19,translated:en,i m going to have to do this again
მე ვაპირებ გავაკეთო ცოტა,მე ვაპირებ გავაკეთო ცოტა,ka,19,translated:en,i m going to make a little
"მე ვეცდები, რომ უკეთესი ხედვა მივიღო წყლის შესახებ.","მე ვეცდები, რომ უკეთესი ხედვა მივიღო წყლის შესახებ.",ka,19,translated:en,i m going to try to get a better view of the water
"ვეცდები, რომ ეს გზადან წასულიყავი.","ვეცდები, რომ ეს გზადან წასულიყავი.",ka,19,translated:en,i m going to try to get it out of the way
მე ვეცდები აქედან წასვლა.,მე ვეცდები აქედან წასვლა.,ka,19,translated:en,i m going to try to get out of here
"არ ვარ დარწმუნებული, რომ ეს არის სწორი სიტყვა, მაგრამ არ ვარ დარწმუნებული, რომ ეს არის სწორი სიტყვა.","არ ვარ დარწმუნებული, რომ ეს არის სწორი სიტყვა, მაგრამ არ ვარ დარწმუნებული, რომ ეს არის სწორი სიტყვა.",ka,19,translated:en,i m not sure if that s the right word but i m not sure if that s the right word
"მე არ ვარ დარწმუნებული, რომ ეს არის საუკეთესო გზა ამის გაკეთება, მაგრამ მე არ ვარ დარწმუნებული, თუ ეს არის საუკეთესო გზა ამის გაკეთება.","მე არ ვარ დარწმუნებული, რომ ეს არის საუკეთესო გზა ამის გაკეთება, მაგრამ მე არ ვარ დარწმუნებული, თუ ეს არის საუკეთესო გზა ამის გაკეთება.",ka,19,translated:en,i m not sure if this is the best way to do it but i m not sure if it s the best way to do it
ჯინკლის ზარები,ჯინკლის ზარები,ka,19,translated:en,jingle bells
"ოჰ, ღმერთო ჩემო.","ოჰ, ღმერთო ჩემო.",ka,19,translated:en,oh my goodness
სირენების გამჟღავნება,სირენების გამჟღავნება,ka,19,translated:en,siren blares
მატარებელი ახლა სადგურისკენ მიდის.,მატარებელი ახლა სადგურისკენ მიდის.,ka,19,translated:en,the train is now moving towards the station
უესტმინსტერის ხიდი,უესტმინსტერის ხიდი,ka,19,translated:en,westminster bridge
"მადლობას გიხდით, რომ უყურებთ.","მადლობას გიხდით, რომ უყურებთ.",ka,17,translated:en,a thank you for watching
ფუტკრის ბოლო,ფუტკრის ბოლო,ka,17,translated:en,bee end
ჰმმმმ,ჰმმმმ,ka,17,translated:en,hmm mm
"მე არ ვიცი, რა უნდა გავაკეთო.","მე არ ვიცი, რა უნდა გავაკეთო.",ka,17,translated:en,i don t know what to do
მე მომეწონა.,მე მომეწონა.,ka,17,translated:en,i got it
მე ერთი ჭიქა წყალი ვსვამ.,მე ერთი ჭიქა წყალი ვსვამ.,ka,17,translated:en,i m going to drink a glass of water
მე სახლში ვარ,მე სახლში ვარ,ka,17,translated:en,i m home
მე არა,მე არა,ka,17,translated:en,i m not
მე არ ვარ დარწმუნებული,მე არ ვარ დარწმუნებული,ka,17,translated:en,i m not sure
"მე არ ვარ დარწმუნებული, რომ ეს არის საუკეთესო გზა ამის გაკეთება, მაგრამ მე არ ვარ დარწმუნებული, თუ ეს არის საუკეთესო გზა.","მე არ ვარ დარწმუნებული, რომ ეს არის საუკეთესო გზა ამის გაკეთება, მაგრამ მე არ ვარ დარწმუნებული, თუ ეს არის საუკეთესო გზა.",ka,17,translated:en,i m not sure if this is the best way to do it but i m not sure if this is the best way
"არ ვარ დარწმუნებული, არის თუ არა ეს სწორი გზა, მაგრამ არ ვარ დარწმუნებული, არის თუ არა ეს სწორი გზა.","არ ვარ დარწმუნებული, არის თუ არა ეს სწორი გზა, მაგრამ არ ვარ დარწმუნებული, არის თუ არა ეს სწორი გზა.",ka,17,translated:en,i m not sure if this is the right way to do it but i m not sure if this is the right way
"ეჰ, შენ.","ეჰ, შენ.",ka,17,translated:en,shh you
ს ს შენ,ს ს შენ,ka,17,translated:en,ss you
თარგმნა:,თარგმნა:,ka,17,translated:en,transcribed by eso translated by
ჰჰჰჰჰჰ,ჰჰჰჰჰჰ,ka,17,translated:en,uh huh
კეთილი იყოს თქვენი მობრძანება ნიუ-იორკის ქალაქში ნიუ-იორკის ქალაქში,კეთილი იყოს თქვენი მობრძანება ნიუ-იორკის ქალაქში ნიუ-იორკის ქალაქში,ka,17,translated:en,welcome to the new york city of new york city
რა ხდება?,რა ხდება?,ka,17,translated:en,what s up
და,და,ka,16,translated:en,and the
ნიკოსუბსის წარწერები,ნიკოსუბსის წარწერები,ka,15,translated:en,captions by nicosubs
მოდი აქ.,მოდი აქ.,ka,15,translated:en,come here
ე დასასრული,ე დასასრული,ka,15,translated:en,ee end
გულშემატკივრები ყვირიან,გულშემატკივრები ყვირიან,ka,15,translated:en,fans roar
ცეცხლი ღვრელში,ცეცხლი ღვრელში,ka,15,translated:en,fire in the hole
კარგი გოგო,კარგი გოგო,ka,15,translated:en,good girl
მე მას მივიღე.,მე მას მივიღე.,ka,15,translated:en,got him
მე წავალ წინ და დავიწყებ ჩანაწერს,მე წავალ წინ და დავიწყებ ჩანაწერს,ka,15,translated:en,i m going to go ahead and start the recording
"მე ვაპირებ, რომ ხვრელი გავაკეთო ხვრელის ფსკერში.","მე ვაპირებ, რომ ხვრელი გავაკეთო ხვრელის ფსკერში.",ka,15,translated:en,i m going to make a hole in the bottom of the hole
მე ვაპირებ სოუსის მომზადებას.,მე ვაპირებ სოუსის მომზადებას.,ka,15,translated:en,i m going to make a sauce
"შევეცდები, რომ ეს ჩემი ხელით შევჭამო.","შევეცდები, რომ ეს ჩემი ხელით შევჭამო.",ka,15,translated:en,i m going to try to eat it with my hands
მე რობოტი არ ვარ.,მე რობოტი არ ვარ.,ka,15,translated:en,i m not a robot
მე არ ვაპირებ კიდევ ერთხელ.,მე არ ვაპირებ კიდევ ერთხელ.,ka,15,translated:en,i m not going to do it again
"არ ვარ დარწმუნებული, შემიძლია თუ არა მკერდის გასაღები მივიღო.","არ ვარ დარწმუნებული, შემიძლია თუ არა მკერდის გასაღები მივიღო.",ka,15,translated:en,i m not sure if i can get the key to the chest
"არ ვარ დარწმუნებული, სწორად ვაკეთებ თუ არა.","არ ვარ დარწმუნებული, სწორად ვაკეთებ თუ არა.",ka,15,translated:en,i m not sure if i m doing it right or not
"არ ვარ დარწმუნებული, შევძლებ თუ არა ამის გაკეთება.","არ ვარ დარწმუნებული, შევძლებ თუ არა ამის გაკეთება.",ka,15,translated:en,i m not sure if i m going to be able to do it
"მე არ ვარ დარწმუნებული, თუ ეს არის საუკეთესო გზა ამის გაკეთება, მაგრამ მე არ ვარ დარწმუნებული, თუ ეს არის საუკეთესო გზა ამის გაკეთება.","მე არ ვარ დარწმუნებული, თუ ეს არის საუკეთესო გზა ამის გაკეთება, მაგრამ მე არ ვარ დარწმუნებული, თუ ეს არის საუკეთესო გზა ამის გაკეთება.",ka,15,translated:en,i m not sure if this is the best way to do it but i m not sure if this is the best way to do it
მე არ ვარ დარწმუნებული თუ შეგიძლიათ ნახოთ წითელი წერტილი ეკრანზე,მე არ ვარ დარწმუნებული თუ შეგიძლიათ ნახოთ წითელი წერტილი ეკრანზე,ka,15,translated:en,i m not sure if you can see the red dot on the screen
მე არ ვარ დარწმუნებული რა ვქნა,მე არ ვარ დარწმუნებული რა ვქნა,ka,15,translated:en,i m not sure what i m doing
არ ვარ დარწმუნებული რა ვქნა აქ. უბრალოდ გავაგრძელებ.,არ ვარ დარწმუნებული რა ვქნა აქ. უბრალოდ გავაგრძელებ.,ka,15,translated:en,i m not sure what i m doing here i m just going to keep going
"მე არ ვარ დარწმუნებული, რა არის ეს.","მე არ ვარ დარწმუნებული, რა არის ეს.",ka,15,translated:en,i m not sure what that is
"ნვ ჱნამ ჱაღჲრჲ დჲ ნაოპაგთმ, ნჲ ნვ ჱნამ.","ნვ ჱნამ ჱაღჲრჲ დჲ ნაოპაგთმ, ნჲ ნვ ჱნამ.",ka,15,translated:en,i m not sure why i m doing this but i m not sure
ბოდიშს გიხდით.,ბოდიშს გიხდით.,ka,15,translated:en,i m so sorry
უყურეთ ამას.,უყურეთ ამას.,ka,15,translated:en,look at that
ო ო ო ო,ო ო ო ო,ka,15,translated:en,oo ooh
ღვ ჟვ გთეთთ ჟალვეა.,ღვ ჟვ გთეთთ ჟალვეა.,ka,15,translated:en,we ll see you next time
კეთილი იყოს თქვენი მობრძანება ჩემს არხზე.,კეთილი იყოს თქვენი მობრძანება ჩემს არხზე.,ka,15,translated:en,welcome to my channel
რა საშინელებაა?,რა საშინელებაა?,ka,15,translated:en,what the fuck
ერთი ორი სამი,ერთი ორი სამი,ka,14,translated:en,one two three
აჰ შენ,აჰ შენ,ka,13,translated:en,a aah you
რ რ რ რ,რ რ რ რ,ka,13,translated:en,arr rr
აუდიო ჯუნგლი,აუდიო ჯუნგლი,ka,13,translated:en,audio jungle
მოჰყევით მას.,მოჰყევით მას.,ka,13,translated:en,get him
კარგი ღამე.,კარგი ღამე.,ka,13,translated:en,good night
ჰაჰაჰა,ჰაჰაჰა,ka,13,translated:en,haa a
"ჰეი, ბიჭებო.","ჰეი, ბიჭებო.",ka,13,translated:en,hey guys
"ბატონებო, კეთილი იყოს თქვენი მობრძანება ჩემს არხზე.","ბატონებო, კეთილი იყოს თქვენი მობრძანება ჩემს არხზე.",ka,13,translated:en,hi guys welcome back to my channel
მე ვარ კაცი.,მე ვარ კაცი.,ka,13,translated:en,i m a man
მე წავალ და ჩავთიშავ.,მე წავალ და ჩავთიშავ.,ka,13,translated:en,i m going to go ahead and turn it off
მე მივდივარ სანაპიროზე.,მე მივდივარ სანაპიროზე.,ka,13,translated:en,i m going to go to the beach
მე მივდივარ მარჯვნივ,მე მივდივარ მარჯვნივ,ka,13,translated:en,i m going to go to the right
მე ვაპირებ ღვრილს გავაკეთო ქვაბის ფსკერში.,მე ვაპირებ ღვრილს გავაკეთო ქვაბის ფსკერში.,ka,13,translated:en,i m going to make a hole in the bottom of the pot
მე ვაპირებ ახალი სახლის აშენებას.,მე ვაპირებ ახალი სახლის აშენებას.,ka,13,translated:en,i m going to make a new house
მე შევქმნი ახალს.,მე შევქმნი ახალს.,ka,13,translated:en,i m going to make a new one
მე ვაპირებ გადავღო სურათი,მე ვაპირებ გადავღო სურათი,ka,13,translated:en,i m going to take a picture of the
"მე ვეცდები, რომ ეს მივიღო.","მე ვეცდები, რომ ეს მივიღო.",ka,13,translated:en,i m going to try to get it
მე არ ვარ მონსტრუმი.,მე არ ვარ მონსტრუმი.,ka,13,translated:en,i m not a monster
"არ ვარ დარწმუნებული, რომ შევძლებ თუ არა გადაღებას.","არ ვარ დარწმუნებული, რომ შევძლებ თუ არა გადაღებას.",ka,13,translated:en,i m not sure if i can get the headshot
"არ ვარ დარწმუნებული, შემიძლია თუ არა, რომ მახვილი მივიღო.","არ ვარ დარწმუნებული, შემიძლია თუ არა, რომ მახვილი მივიღო.",ka,13,translated:en,i m not sure if i can get the sword
მე არ ვარ დარწმუნებული რა უნდა გავაკეთო,მე არ ვარ დარწმუნებული რა უნდა გავაკეთო,ka,13,translated:en,i m not sure what to do
"ოჰ, ჰეი.","ოჰ, ჰეი.",ka,13,translated:en,oh hey
ტა და ტა,ტა და ტა,ka,13,translated:en,ta da
tanya cushman რეცენზერი,Tanya Cushman რეცენზერი,ka,13,translated:en,tanya cushman reviewer
ეს კარგია.,ეს კარგია.,ka,13,translated:en,that s good
ქალაქი არის ქალაქი,ქალაქი არის ქალაქი,ka,13,translated:en,the city is a city of
ქალაქი ლონდონი,ქალაქი ლონდონი,ka,13,translated:en,the city of london
ქალაქი სან ფრანცისკო,ქალაქი სან ფრანცისკო,ka,13,translated:en,the city of san francisco
პირველი უფროსი ძალიან მნიშვნელოვანი უფროსია. ეს ძალიან მნიშვნელოვანი უფროსია.,პირველი უფროსი ძალიან მნიშვნელოვანი უფროსია. ეს ძალიან მნიშვნელოვანი უფროსია.,ka,13,translated:en,the first boss is a very important boss it s a very important boss
"პირველი ეტაპი ცოტა რთულია, მაგრამ არც ისე ცუდია.","პირველი ეტაპი ცოტა რთულია, მაგრამ არც ისე ცუდია.",ka,13,translated:en,the first stage is a bit more difficult but it s not too bad
"ოჰ, ოჰ.","ოჰ, ოჰ.",ka,13,translated:en,uh oh
рақмет.,Рақмет.,kk,31353,translated:en,thank you
байқағаныңыз үшін рахмет,Байқағаныңыз үшін рахмет,kk,25053,translated:en,thanks for watching
байқағаныңыз үшін рахмет .,Байқағаныңыз үшін рахмет .,kk,6264,translated:en,thank you for watching
мен мұнда не істеп жатқанымды білмеймін,Мен мұнда не істеп жатқанымды білмеймін,kk,1317,translated:en,i m not sure what i m doing here
амара орг қауымдастығының субтитрлері,Амара орг қауымдастығының субтитрлері,kk,1122,translated:en,subtitles by the amara org community
мен кешірім сұраймын,Мен кешірім сұраймын,kk,940,translated:en,i m sorry
құдайым,Құдайым,kk,837,translated:en,oh my god
жақсы,жақсы,kk,402,translated:en,all right
мен білмеймін,Мен білмеймін,kk,311,translated:en,i don t know
"о, қудалаймын.","О, қудалаймын.",kk,237,translated:en,oh shit
мен мұны жасай ала ма екеніме сенімді емеспін,Мен мұны жасай ала ма екеніме сенімді емеспін,kk,227,translated:en,i m not sure if i can do this
джеррард көшесі,Джеррард көшесі,kk,203,translated:en,gerrard street
"мен мұны істеу керектігін білмеймін, бірақ","Мен мұны істеу керектігін білмеймін, бірақ",kk,199,translated:en,i m not sure if i should be doing this but
мен бұл туралы не істеу керектігін білмеймін,Мен бұл туралы не істеу керектігін білмеймін,kk,171,translated:en,i m not sure what to do with this
қоңырау шаңырақтары,қоңырау шаңырақтары,kk,155,translated:en,bell rings
мен сені осыдан құтылуға жібермеймін,Мен сені осыдан құтылуға жібермеймін,kk,153,translated:en,i m not going to let you get away with this
"о, мен түсінемін.","О, мен түсінемін.",kk,143,translated:en,oh i see
эмилия бейнонның көшірмесі,Эмилия Бейнонның көшірмесі,kk,133,translated:en,transcript emily beynon
ууууууу,Ууууууу,kk,133,translated:en,woo hoo
мен шықтым,Мен шықтым,kk,132,translated:en,i m out
мен мұны не үшін істеп жүргенімді білмеймін .,Мен мұны не үшін істеп жүргенімді білмеймін .,kk,129,translated:en,i m not sure why i m doing this
грррр,Грррр,kk,123,translated:en,grr rr
мен жасаймын,Мен жасаймын,kk,119,translated:en,i m going to make a
келіңіздер!,Келіңіздер!,kk,113,translated:en,come on
мен оның орнын таба ала ма екеніме сенімді емеспін,Мен оның орнын таба ала ма екеніме сенімді емеспін,kk,109,translated:en,i m not sure if i can get the
мен осыны жасаймын,Мен осыны жасаймын,kk,107,translated:en,i m going to go ahead and do that
мен қалқанды қолдану керек пе екеніме сенімді емеспін .,Мен қалқанды қолдану керек пе екеніме сенімді емеспін .,kk,107,translated:en,i m not sure if i should have used the shield
пойыз қазір орталық вокзалға қарай қозғалады,пойыз қазір орталық вокзалға қарай қозғалады,kk,107,translated:en,the train is now moving towards the central station
осында жүрміз,осында жүрміз,kk,103,translated:en,there we go
аваа,Аваа,kk,89,translated:en,a avaa
"сіз оны көре аласыз ба деп білмеймін, бірақ мен білмеймін","Сіз оны көре аласыз ба деп білмеймін, бірақ мен білмеймін",kk,89,translated:en,i m not sure if you can see it but i m not sure
жіберіңіз,жіберіңіз,kk,89,translated:en,let s go
"о , иә","О , иә",kk,89,translated:en,oh yeah
i м,i м,kk,88,translated:en,i m
мен бұл жігітпен не істеу керектігін білмеймін,Мен бұл жігітпен не істеу керектігін білмеймін,kk,87,translated:en,i m not sure what to do with this guy
мен тамақ алуға барамын,Мен тамақ алуға барамын,kk,81,translated:en,i m going to go get some food
